Academic Year,TAP College Code,Federal School Code,Level,TAP Level of Study,TAP College Name,Sector Type,TAP Sector Group,TAP Recipient Headcount,TAP Recipient FTEs,TAP Recipient Dollars
2002,1690,6461,U,2 yr Undergrad,ST ELIZABETH HOSP SCHOOL RAD TECH,PRIVATE,8-OTHER,15,13.5,26907.00
2002,715,2820,U,2 yr Undergrad,ST FRANCIS COLLEGE,PRIVATE,5-INDEPENDENT,7,3.5,13021.00
2002,715,2820,U,4 yr Undergrad,ST FRANCIS COLLEGE,PRIVATE,5-INDEPENDENT,1080,953.75,2803933.50
2002,1650,5064,U,2 yr Undergrad,ST JAMES MERCY HOSP SCH XRAY TECH,PRIVATE,8-OTHER,22,19.17,40980.50
2002,735,2821,U,4 yr Undergrad,ST JOHN FISHER UNIV UNDERGRAD,PRIVATE,5-INDEPENDENT,1502,1387.75,2930417.75
2002,735,2821,U,5 yr Undergrad,ST JOHN FISHER UNIV UNDERGRAD,PRIVATE,5-INDEPENDENT,14,11,35608.50
2002,5415,2821,G,Grad,ST JOHN FISHER UNIV-GRADUATE,PRIVATE,5-INDEPENDENT,1,1,378.00
2002,745,6443,U,2 yr Undergrad,ST JOHN'S RIVERSIDE HOSP NURS,PRIVATE,8-OTHER,23,14.88,38115.79
2002,1615,2823,U,2 yr Undergrad,ST JOHNS UNIV SCH RADIOGRAPHY,PRIVATE,8-OTHER,9,7.83,20651.38
2002,5110,2823,G,Grad,ST JOHNS UNIVERSITY - GRAD,PRIVATE,5-INDEPENDENT,83,66,16631.75
2002,751,2823,U,4 yr Undergrad,ST JOHNS UNIVERSITY 4YR UG,PRIVATE,5-INDEPENDENT,7143,6537.25,19682026.25
2002,751,2823,U,5 yr Undergrad,ST JOHNS UNIVERSITY 4YR UG,PRIVATE,5-INDEPENDENT,155,134.25,383129.25
2002,5385,2823,G,Grad,ST JOHNS UNIVERSITY LAW SCHOOL,PRIVATE,5-INDEPENDENT,69,64.75,21448.50
2002,1580,2823,U,2 yr Undergrad,ST JOHNS UNIVERSITY PHYS ASSIST,PRIVATE,8-OTHER,1,0.5,1353.00
2002,765,6467,U,2 yr Undergrad,ST JOSEPH COL NUR AT ST JOS HOSP,PRIVATE,8-OTHER,144,108.75,254536.50
2002,755,2825,U,4 yr Undergrad,ST JOSEPHS UNIV NEW YORK - 4YR UG,PRIVATE,5-INDEPENDENT,366,324.83,855625.25
2002,758,2825,U,4 yr Undergrad,ST JOSEPHS UNIV PATCHOGUE UG,PRIVATE,5-INDEPENDENT,1513,1349.25,2635106.50
2002,762,2825,U,4 yr Undergrad,ST JOSEPHS UNIV PATCHOGUE WEEKEND,PRIVATE,5-INDEPENDENT,35,20.83,51614.05
2002,775,2829,U,4 yr Undergrad,ST LAWRENCE UNIVERSITY 4YR UG,PRIVATE,5-INDEPENDENT,660,637.75,1409238.75
2002,775,2829,U,5 yr Undergrad,ST LAWRENCE UNIVERSITY 4YR UG,PRIVATE,5-INDEPENDENT,5,4.5,16519.00
2002,5340,2829,G,Grad,ST LAWRENCE UNIVERSITY GRAD,PRIVATE,5-INDEPENDENT,4,3,1175.00
2002,1653,5066,U,2 yr Undergrad,ST LUKES SCHOOL RAD TECH,PRIVATE,8-OTHER,18,17,26402.50
2002,437,12364,U,2 yr Undergrad,ST PAUL'S SCH NURSING,PRIVATE,8-OTHER,26,18.5,52439.00
2002,836,9479,U,2 yr Undergrad,ST PAUL'S SCH NURSING SI,PRIVATE,8-OTHER,18,14,42935.50
2002,455,12203,U,2 yr Undergrad,ST PETERS HOSP COLLEGE OF NURSING,PRIVATE,8-OTHER,28,20.25,55195.00
2002,830,2832,U,4 yr Undergrad,ST THOMAS AQUINAS COLLEGE UG,PRIVATE,5-INDEPENDENT,545,490.75,1320931.75
2002,830,2832,U,5 yr Undergrad,ST THOMAS AQUINAS COLLEGE UG,PRIVATE,5-INDEPENDENT,11,6.5,26179.50
2002,1605,9479,U,2 yr Undergrad,ST VINCENT CMC PA PROGRAM,PRIVATE,8-OTHER,6,6,8399.00
2002,960,2668,U,4 yr Undergrad,SUC CERAMICS AT ALFRED UNIV 4YR U,PUBLIC,3-SUNY SO,250,232.75,489734.50
2002,5560,2668,G,Grad,SUC CERAMICS AT ALFRED UNIV GRAD,PUBLIC,3-SUNY SO,1,0.5,195.50
2002,950,2851,U,2 yr Undergrad,SUC ENV SCI&FORESTRY 4YRUNDERGRAD,PUBLIC,3-SUNY SO,33,27.5,40029.50
2002,950,2851,U,4 yr Undergrad,SUC ENV SCI&FORESTRY 4YRUNDERGRAD,PUBLIC,3-SUNY SO,649,584.25,863533.50
2002,950,2851,U,5 yr Undergrad,SUC ENV SCI&FORESTRY 4YRUNDERGRAD,PUBLIC,3-SUNY SO,17,14,36017.00
2002,5555,2851,G,Grad,SUC ENV SCI&FORESTRY GRAD,PUBLIC,3-SUNY SO,39,34.5,12259.00
2002,915,2844,U,4 yr Undergrad,SUC FREDONIA (UNDERGRAD),PUBLIC,3-SUNY SO,3018,2762.42,3676469.54
2002,915,2844,U,5 yr Undergrad,SUC FREDONIA (UNDERGRAD),PUBLIC,3-SUNY SO,15,11.25,34606.60
2002,5585,2844,G,Grad,SUC FREDONIA GRAD,PUBLIC,3-SUNY SO,37,28.75,9310.50
2002,920,2845,U,4 yr Undergrad,SUC GENESEO (UNDERGRAD),PUBLIC,3-SUNY SO,2856,2682.33,3380714.48
2002,920,2845,U,5 yr Undergrad,SUC GENESEO (UNDERGRAD),PUBLIC,3-SUNY SO,39,30,83181.95
2002,5405,2845,G,Grad,SUC GENESEO GRAD,PUBLIC,3-SUNY SO,10,8.5,2951.00
2002,945,2850,U,4 yr Undergrad,SUC POTSDAM (UNDERGRAD),PUBLIC,3-SUNY SO,2223,2001.25,3216009.40
2002,945,2850,U,5 yr Undergrad,SUC POTSDAM (UNDERGRAD),PUBLIC,3-SUNY SO,30,24,70280.70
2002,5615,2850,G,Grad,SUC POTSDAM GRAD,PUBLIC,3-SUNY SO,117,92.75,34878.00
2002,970,6791,U,2 yr Undergrad,SUC PURCHASE (UNDERGRAD),PUBLIC,3-SUNY SO,3,1.5,3625.00
2002,970,6791,U,4 yr Undergrad,SUC PURCHASE (UNDERGRAD),PUBLIC,3-SUNY SO,1291,1156.83,2107290.97
2002,970,6791,U,5 yr Undergrad,SUC PURCHASE (UNDERGRAD),PUBLIC,3-SUNY SO,19,13.75,40022.75
2002,5675,6791,G,Grad,SUC PURCHASE-GRAD,PUBLIC,3-SUNY SO,16,14,5111.00
2002,2157,2878,U,2 yr Undergrad,SUFFOLK COMMUNITY COLLEGE,PUBLIC,4-SUNY CC,4654,3558,4921035.93
2002,2157,2878,U,5 yr Undergrad,SUFFOLK COMMUNITY COLLEGE,PUBLIC,4-SUNY CC,2,1,2375.00
2002,2225,2879,U,2 yr Undergrad,SULLIVAN COMMUNITY COLLEGE,PUBLIC,4-SUNY CC,836,666.08,1275652.35
2002,895,2835,U,4 yr Undergrad,SUNY ALBANY 4 YR (UNDERGRAD),PUBLIC,3-SUNY SO,5739,5188.5,8930981.05
2002,895,2835,U,5 yr Undergrad,SUNY ALBANY 4 YR (UNDERGRAD),PUBLIC,3-SUNY SO,118,90.5,272496.50
2002,5390,2835,G,Grad,SUNY AT ALBANY GRAD,PUBLIC,3-SUNY SO,321,258.25,88518.50
2002,930,2847,U,4 yr Undergrad,SUNY AT ONEONTA (UNDERGRAD),PUBLIC,3-SUNY SO,3185,2903.58,4452436.31
2002,930,2847,U,5 yr Undergrad,SUNY AT ONEONTA (UNDERGRAD),PUBLIC,3-SUNY SO,60,48.75,147579.60
2002,5590,2847,G,Grad,SUNY AT ONEONTA-GRAD,PUBLIC,3-SUNY SO,11,8.5,2666.25
2002,935,2848,U,4 yr Undergrad,SUNY AT OSWEGO (UNDERGRAD),PUBLIC,3-SUNY SO,4393,3911.92,6156614.14
2002,935,2848,U,5 yr Undergrad,SUNY AT OSWEGO (UNDERGRAD),PUBLIC,3-SUNY SO,70,54.75,159202.70
2002,5420,2848,G,Grad,SUNY AT OSWEGO GRAD,PUBLIC,3-SUNY SO,67,51,16163.75
2002,880,2836,U,4 yr Undergrad,SUNY BINGHAMTON 4 YR(UNDERGRAD),PUBLIC,3-SUNY SO,4884,4581.42,8396051.74
2002,880,2836,U,5 yr Undergrad,SUNY BINGHAMTON 4 YR(UNDERGRAD),PUBLIC,3-SUNY SO,134,118.25,367270.15
2002,5450,2836,G,Grad,SUNY BINGHAMTON GRAD,PUBLIC,3-SUNY SO,208,180,63832.35
2002,900,2841,U,4 yr Undergrad,SUNY BROCKPORT (UNDERGRAD),PUBLIC,3-SUNY SO,3898,3457.5,5115229.27
2002,900,2841,U,5 yr Undergrad,SUNY BROCKPORT (UNDERGRAD),PUBLIC,3-SUNY SO,78,61.75,180439.40
2002,5400,2841,G,Grad,SUNY BROCKPORT GRAD,PUBLIC,3-SUNY SO,63,41.25,13424.25
2002,1010,2837,U,4 yr Undergrad,SUNY BUFFALO 4 YR (UNDERGRAD),PUBLIC,3-SUNY SO,8125,7283.33,12263211.03
2002,1010,2837,U,5 yr Undergrad,SUNY BUFFALO 4 YR (UNDERGRAD),PUBLIC,3-SUNY SO,172,133.75,401578.00
2002,5130,2837,G,Grad,SUNY BUFFALO GRAD,PUBLIC,3-SUNY SO,946,844.5,325319.30
2002,5132,2837,G,Grad,SUNY BUFFALO GRAD LAW,PUBLIC,3-SUNY SO,83,79.5,31652.50
2002,5133,2837,G,Grad,SUNY BUFFALO GRAD MED & DENT,PUBLIC,3-SUNY SO,85,76.5,30536.50
2002,5625,2842,G,Grad,SUNY BUFFALO STATE UNIV-GRAD,PUBLIC,3-SUNY SO,63,46,17249.50
2002,905,2842,U,4 yr Undergrad,SUNY BUFFALO STATE UNIV-UDERGRAD,PUBLIC,3-SUNY SO,5045,4367,7484220.97
2002,905,2842,U,5 yr Undergrad,SUNY BUFFALO STATE UNIV-UDERGRAD,PUBLIC,3-SUNY SO,199,151.42,432482.05
2002,3015,2856,U,2 yr Undergrad,SUNY COBLESKILL,PUBLIC,3-SUNY SO,1340,1126.08,1870954.13
2002,6015,2856,U,4 yr Undergrad,SUNY COBLESKILL,PUBLIC,3-SUNY SO,277,228.75,375905.25
2002,3015,2856,U,5 yr Undergrad,SUNY COBLESKILL,PUBLIC,3-SUNY SO,1,1,1976.00
2002,6015,2856,U,5 yr Undergrad,SUNY COBLESKILL,PUBLIC,3-SUNY SO,1,1,2344.00
2002,5568,9929,G,Grad,SUNY COLLEGE OF OPTOMETRY,PUBLIC,3-SUNY SO,58,55,24726.28
2002,3005,2854,U,2 yr Undergrad,SUNY COLLEGE OF TECH AT ALFRED,PUBLIC,3-SUNY SO,1849,1598,2756107.60
2002,6005,2854,U,2 yr Undergrad,SUNY COLLEGE OF TECH AT ALFRED,PUBLIC,3-SUNY SO,1,0.5,1612.50
2002,6005,2854,U,4 yr Undergrad,SUNY COLLEGE OF TECH AT ALFRED,PUBLIC,3-SUNY SO,422,377,553580.85
2002,3005,2854,U,5 yr Undergrad,SUNY COLLEGE OF TECH AT ALFRED,PUBLIC,3-SUNY SO,4,2.5,6937.50
2002,6005,2854,U,5 yr Undergrad,SUNY COLLEGE OF TECH AT ALFRED,PUBLIC,3-SUNY SO,3,2.5,7617.50
2002,3010,2855,U,2 yr Undergrad,SUNY COLLEGE OF TECH AT CANTON,PUBLIC,3-SUNY SO,1594,1318.5,2647258.64
2002,6010,2855,U,4 yr Undergrad,SUNY COLLEGE OF TECH AT CANTON,PUBLIC,3-SUNY SO,119,98,172999.50
2002,3010,2855,U,5 yr Undergrad,SUNY COLLEGE OF TECH AT CANTON,PUBLIC,3-SUNY SO,4,2,5669.00
2002,6010,2855,U,5 yr Undergrad,SUNY COLLEGE OF TECH AT CANTON,PUBLIC,3-SUNY SO,5,4.5,13050.00
2002,3020,2857,U,2 yr Undergrad,SUNY COLLEGE OF TECH AT DELHI,PUBLIC,3-SUNY SO,1410,1197.08,2214116.25
2002,6020,2857,U,4 yr Undergrad,SUNY COLLEGE OF TECH AT DELHI,PUBLIC,3-SUNY SO,138,118.5,208293.00
2002,3020,2857,U,5 yr Undergrad,SUNY COLLEGE OF TECH AT DELHI,PUBLIC,3-SUNY SO,2,1.5,2732.00
2002,6020,2857,U,5 yr Undergrad,SUNY COLLEGE OF TECH AT DELHI,PUBLIC,3-SUNY SO,8,5.5,17687.50
2002,3025,2858,U,2 yr Undergrad,SUNY COLLEGE OF TECH FARMINGDALE,PUBLIC,3-SUNY SO,857,699.75,1261257.78
2002,6025,2858,U,4 yr Undergrad,SUNY COLLEGE OF TECH FARMINGDALE,PUBLIC,3-SUNY SO,890,732,1268025.20
2002,3025,2858,U,5 yr Undergrad,SUNY COLLEGE OF TECH FARMINGDALE,PUBLIC,3-SUNY SO,1,0.5,1403.50
2002,6025,2858,U,5 yr Undergrad,SUNY COLLEGE OF TECH FARMINGDALE,PUBLIC,3-SUNY SO,9,6.5,21013.00
2002,910,2843,U,4 yr Undergrad,SUNY CORTLAND (UNDERGRAD),PUBLIC,3-SUNY SO,3389,3068.33,4234209.96
2002,910,2843,U,5 yr Undergrad,SUNY CORTLAND (UNDERGRAD),PUBLIC,3-SUNY SO,34,21.75,65065.95
2002,5605,2843,G,Grad,SUNY CORTLAND GRAD,PUBLIC,3-SUNY SO,42,28,7185.75
2002,5536,2839,G,Grad,SUNY DOWNSTATE MED CENTER GRAD,PUBLIC,3-SUNY SO,8,7,1712.50
2002,4886,2839,U,4 yr Undergrad,SUNY DOWNSTATE MEDICAL CENTER,PUBLIC,3-SUNY SO,60,45,104903.95
2002,4886,2839,U,5 yr Undergrad,SUNY DOWNSTATE MEDICAL CENTER,PUBLIC,3-SUNY SO,1,1,2315.00
2002,5535,2839,G,Grad,SUNY DOWNSTATE MEDICAL CENTER MED,PUBLIC,3-SUNY SO,221,209.5,93985.50
2002,955,2853,U,4 yr Undergrad,SUNY MARITIME COLLEGE,PUBLIC,3-SUNY SO,261,240.25,377126.25
2002,955,2853,U,5 yr Undergrad,SUNY MARITIME COLLEGE,PUBLIC,3-SUNY SO,4,2.5,5177.50
2002,5460,2853,G,Grad,SUNY MARITIME COLLEGE GRAD,PUBLIC,3-SUNY SO,4,3.5,1925.00
2002,925,2846,U,4 yr Undergrad,SUNY NEW PALTZ - UNDERGRAD,PUBLIC,3-SUNY SO,2777,2484,4386077.40
2002,925,2846,U,5 yr Undergrad,SUNY NEW PALTZ - UNDERGRAD,PUBLIC,3-SUNY SO,166,120.5,377401.15
2002,5565,2846,G,Grad,SUNY NEW PALTZ-GRAD,PUBLIC,3-SUNY SO,59,47.75,18698.75
2002,965,7109,U,4 yr Undergrad,SUNY OLD WESTBURY (UNDERGRAD),PUBLIC,3-SUNY SO,1394,1172.25,2691087.85
2002,965,7109,U,5 yr Undergrad,SUNY OLD WESTBURY (UNDERGRAD),PUBLIC,3-SUNY SO,107,78.08,235923.10
2002,940,2849,U,4 yr Undergrad,SUNY PLATTSBURGH (UNDERGRAD),PUBLIC,3-SUNY SO,2875,2545.58,4005208.60
2002,940,2849,U,5 yr Undergrad,SUNY PLATTSBURGH (UNDERGRAD),PUBLIC,3-SUNY SO,71,58,173688.70
2002,5610,2849,G,Grad,SUNY PLATTSBURGH GRAD,PUBLIC,3-SUNY SO,67,50.25,17251.00
2002,5695,11678,G,Grad,SUNY POLYTECHNIC INST GRAD,PUBLIC,3-SUNY SO,30,19.5,5534.75
2002,4975,11678,U,4 yr Undergrad,SUNY POLYTECHNIC INSTITUTE,PUBLIC,3-SUNY SO,856,668.17,1208461.90
2002,4975,11678,U,5 yr Undergrad,SUNY POLYTECHNIC INSTITUTE,PUBLIC,3-SUNY SO,11,8.5,26374.00
2002,875,2838,U,4 yr Undergrad,SUNY STONY BROOK 4YR UNDERGRAD,PUBLIC,3-SUNY SO,6961,6296.58,13414139.03
2002,875,2838,U,5 yr Undergrad,SUNY STONY BROOK 4YR UNDERGRAD,PUBLIC,3-SUNY SO,117,94.75,296231.05
2002,5430,2838,G,Grad,SUNY STONY BROOK GRAD,PUBLIC,3-SUNY SO,336,299.75,98007.00
2002,5431,2838,G,Grad,SUNY STONY BROOK MED-DENT,PUBLIC,3-SUNY SO,70,64.5,27728.50
2002,5540,2840,G,Grad,SUNY UPSTATE MEDICAL UNIV. (GRAD),PUBLIC,3-SUNY SO,217,203,85100.00
2002,890,2840,U,4 yr Undergrad,SUNY UPSTATE MEDICAL UNIVERSITY,PUBLIC,3-SUNY SO,73,61.75,119942.45
2002,890,2840,U,5 yr Undergrad,SUNY UPSTATE MEDICAL UNIVERSITY,PUBLIC,3-SUNY SO,2,1,2908.00
2002,2320,21700,U,2 yr Undergrad,SWEDISH INSTITUTE 2YR UNDERGRAD,PRIVATE,6-BUS. DEGREE,160,142.83,394164.63
2002,985,2882,U,4 yr Undergrad,SYRACUSE UNIVERSITY (UNDERGRAD),PRIVATE,5-INDEPENDENT,2602,2480.25,6432088.25
2002,985,2882,U,5 yr Undergrad,SYRACUSE UNIVERSITY (UNDERGRAD),PRIVATE,5-INDEPENDENT,88,61,204526.00
2002,5120,2882,G,Grad,SYRACUSE UNIVERSITY GRAD,PRIVATE,5-INDEPENDENT,69,57.75,21590.00
2002,5575,2882,G,Grad,SYRACUSE UNIVERSITY LAW,PRIVATE,5-INDEPENDENT,53,50.5,20849.50
2002,7868,4825,U,2 yr Undergrad,TAYLOR BUSINESS INSTITUTE,PRIVATE,6-BUS. DEGREE,460,331.33,1434641.06
2002,7830,11031,U,2 yr Undergrad,TECHNICAL CAREER INSTITUTES,PRIVATE,6-BUS. DEGREE,4053,3355.96,13148589.98
2002,210,6448,U,2 yr Undergrad,THE BELANGER SCHOOL OF NURSING,PRIVATE,8-OTHER,49,38.75,59826.75
2002,7120,5208,U,2 yr Undergrad,THE COLLEGE OF WESTCHESTER,PRIVATE,6-BUS. DEGREE,473,420.17,1467007.12
2002,355,40953,U,4 yr Undergrad,THE KING'S COLLEGE,PRIVATE,5-INDEPENDENT,27,17.5,64715.50
2002,535,20662,U,4 yr Undergrad,THE NEW SCHOOL 4YR UNDERGRAD,PRIVATE,5-INDEPENDENT,563,506,1637752.00
2002,535,20662,U,5 yr Undergrad,THE NEW SCHOOL 4YR UNDERGRAD,PRIVATE,5-INDEPENDENT,9,7.5,27479.50
2002,5050,20662,G,Grad,THE NEW SCHOOL- GRAD,PRIVATE,5-INDEPENDENT,54,46.25,17378.50
2002,2260,6788,U,2 yr Undergrad,TOMPKINS CORTLAND COMM COLLEGE,PUBLIC,4-SUNY CC,1470,1141.25,1886828.75
2002,865,10142,U,2 yr Undergrad,TOURO UNIV - 4YR UNDERGRAD,PRIVATE,5-INDEPENDENT,3659,2664.92,11135569.88
2002,865,10142,U,4 yr Undergrad,TOURO UNIV - 4YR UNDERGRAD,PRIVATE,5-INDEPENDENT,1821,1465.08,4986588.92
2002,5345,10142,G,Grad,TOURO UNIV-MASTERS PROGRAMS,PRIVATE,5-INDEPENDENT,57,39,10420.25
2002,5866,10142,G,Grad,TOURO UNIVERSITY LAW SCHOOL,PRIVATE,5-INDEPENDENT,53,47.75,17783.25
2002,870,0,U,4 yr Undergrad,TRI-STATE COLLEGE OF ACUPUNCTURE,PRIVATE,5-INDEPENDENT,13,12,40268.00
2002,5835,17230,G,Grad,TRI-STATE COLLEGE OF ACUPUNCTURE,PRIVATE,5-INDEPENDENT,6,6,2023.00
2002,2144,2812,U,2 yr Undergrad,TROCAIRE COLLEGE,PRIVATE,5-INDEPENDENT,501,392.83,1253656.34
2002,2230,2880,U,2 yr Undergrad,ULSTER COMMUNITY COLLEGE,PUBLIC,4-SUNY CC,842,681,1085567.50
2002,2230,2880,U,5 yr Undergrad,ULSTER COMMUNITY COLLEGE,PUBLIC,4-SUNY CC,1,1,2475.00
2002,990,2889,U,4 yr Undergrad,UNION COLLEGE 4YR UNDERGRAD,PRIVATE,5-INDEPENDENT,498,473.17,1090242.95
2002,990,2889,U,5 yr Undergrad,UNION COLLEGE 4YR UNDERGRAD,PRIVATE,5-INDEPENDENT,3,1.67,5113.33
2002,5545,24601,G,Grad,UNIV OF ROCHESTER - MED SCHOOL,PRIVATE,5-INDEPENDENT,47,44.5,18268.50
2002,5141,4828,G,Grad,UNIV OF ROCHESTER EASTMAN GRAD,PRIVATE,5-INDEPENDENT,10,8.5,3297.50
2002,1016,2894,U,4 yr Undergrad,UNIV OF ROCHESTER EASTMAN UG,PRIVATE,5-INDEPENDENT,53,50,111388.00
2002,5140,2894,G,Grad,UNIV OF ROCHESTER RIVER CAMP GRAD,PRIVATE,5-INDEPENDENT,13,8.25,1873.00
2002,5142,2894,G,Grad,UNIV OF ROCHESTER SIMON SCH BUS,PRIVATE,5-INDEPENDENT,9,6.33,2030.63
2002,1015,2894,U,4 yr Undergrad,UNIVERSITY OF ROCHESTER UNDERGRAD,PRIVATE,5-INDEPENDENT,986,941.42,2178766.48
2002,1015,2894,U,5 yr Undergrad,UNIVERSITY OF ROCHESTER UNDERGRAD,PRIVATE,5-INDEPENDENT,12,9.5,37868.00
2002,7870,9077,U,2 yr Undergrad,UTICA SCHOOL OF COMMERCE,PRIVATE,6-BUS. DEGREE,445,318.33,1170626.72
2002,1022,2883,U,4 yr Undergrad,UTICA UNIVERSITY,PRIVATE,5-INDEPENDENT,1348,1219.5,3177508.01
2002,1022,2883,U,5 yr Undergrad,UTICA UNIVERSITY,PRIVATE,5-INDEPENDENT,30,23.75,90308.00
2002,5820,2883,G,Grad,UTICA UNIVERSITY,PRIVATE,5-INDEPENDENT,7,4,1012.50
2002,1030,2895,U,4 yr Undergrad,VASSAR COLLEGE 4YR UNDERGRAD,PRIVATE,5-INDEPENDENT,301,286.5,599498.59
2002,2235,2665,U,4 yr Undergrad,VAUGHN COLL AERONAUTICS TECH,PRIVATE,5-INDEPENDENT,765,639.17,2439984.63
2002,2235,2665,U,5 yr Undergrad,VAUGHN COLL AERONAUTICS TECH,PRIVATE,5-INDEPENDENT,7,4,16100.00
2002,2158,2896,U,2 yr Undergrad,VILLA MARIA COLL OF BUFFALO 2YR,PRIVATE,5-INDEPENDENT,258,205.75,644062.75
2002,1040,2899,U,4 yr Undergrad,WAGNER COLLEGE 4YR UNDERGRAD,PRIVATE,5-INDEPENDENT,469,444.75,1057212.50
2002,5410,2899,G,Grad,WAGNER COLLEGE GRAD,PRIVATE,5-INDEPENDENT,5,3.5,765.75
2002,1050,2901,U,4 yr Undergrad,WELLS COLLEGE,PRIVATE,5-INDEPENDENT,230,213,561780.50
2002,2160,2881,U,2 yr Undergrad,WESTCHESTER COMMUNITY COLLEGE,PUBLIC,4-SUNY CC,1747,1341.08,2130289.25
2002,7895,7405,U,2 yr Undergrad,WOOD TOBE-COBURN SCHOOL,PRIVATE,6-BUS. DEGREE,365,301,1302240.00
2002,5155,9895,G,Grad,YESHIVA UNIV EINSTEIN COL MED,PRIVATE,5-INDEPENDENT,69,67,28297.50
2002,5151,9895,G,Grad,YESHIVA UNIV GRAD/PROFESSIONAL,PRIVATE,5-INDEPENDENT,130,114.5,47066.00
2002,5180,9895,G,Grad,YESHIVA UNIV-WURZWEILER (BLOCK),PRIVATE,5-INDEPENDENT,1,1,549.99
2002,1085,2903,U,4 yr Undergrad,YESHIVA UNIVERSITY,PRIVATE,5-INDEPENDENT,348,324,916868.50
2001,10,2666,U,2 yr Undergrad,ADELPHI UNIVERSITY 4 YR UNDERGRAD,PRIVATE,5-INDEPENDENT,1,0.5,162.50
2001,10,2666,U,4 yr Undergrad,ADELPHI UNIVERSITY 4 YR UNDERGRAD,PRIVATE,5-INDEPENDENT,1396,1254.5,3077352.00
2001,5000,2666,G,Grad,ADELPHI UNIVERSITY GRAD,PRIVATE,5-INDEPENDENT,96,75,24801.25
2001,2000,2860,U,2 yr Undergrad,ADIRONDACK COMMUNITY COLLEGE,PUBLIC,4-SUNY CC,1244,963.5,1217788.50
2001,995,2885,U,2 yr Undergrad,ALBANY COLLEGE OF PHARMACY 4YR UG,PRIVATE,5-INDEPENDENT,1,1,2000.00
2001,995,2885,U,4 yr Undergrad,ALBANY COLLEGE OF PHARMACY 4YR UG,PRIVATE,5-INDEPENDENT,332,311.5,591543.75
2001,995,2885,U,5 yr Undergrad,ALBANY COLLEGE OF PHARMACY 4YR UG,PRIVATE,5-INDEPENDENT,35,33,77267.00
2001,5795,2885,G,Grad,ALBANY COLLEGE OF PHARMACY GRAD,PRIVATE,5-INDEPENDENT,34,33.5,10294.00
2001,5470,2886,G,Grad,ALBANY LAW SCHOOL GRAD,PRIVATE,5-INDEPENDENT,143,125.25,49773.50
2001,5475,2887,G,Grad,ALBANY MEDICAL COLLEGE,PRIVATE,5-INDEPENDENT,47,45.5,19870.00
2001,20,2668,U,2 yr Undergrad,ALFRED UNIVERSITY 4YR UNDERGRAD,PRIVATE,5-INDEPENDENT,6,3,8056.50
2001,20,2668,U,4 yr Undergrad,ALFRED UNIVERSITY 4YR UNDERGRAD,PRIVATE,5-INDEPENDENT,767,706.25,1595692.75
2001,20,2668,U,5 yr Undergrad,ALFRED UNIVERSITY 4YR UNDERGRAD,PRIVATE,5-INDEPENDENT,7,6,22759.00
2001,5200,2668,G,Grad,ALFRED UNIVERSITY GRAD,PRIVATE,5-INDEPENDENT,16,12.5,3473.50
2001,7909,7909,U,2 yr Undergrad,ALLEN SCHOOL,PRIVATE,7-BUS. NON-DEG,142,112.5,520385.00
2001,575,2790,U,2 yr Undergrad,ALLIANCE UNIVERSITY 4YR UNDERGRAD,PRIVATE,5-INDEPENDENT,4,3,5531.50
2001,575,2790,U,4 yr Undergrad,ALLIANCE UNIVERSITY 4YR UNDERGRAD,PRIVATE,5-INDEPENDENT,885,723.83,2255393.51
2001,575,2790,U,5 yr Undergrad,ALLIANCE UNIVERSITY 4YR UNDERGRAD,PRIVATE,5-INDEPENDENT,7,5,20125.00
2001,1075,7465,U,2 yr Undergrad,AMERICAN ACAD OF DRAMATIC ARTS,PRIVATE,6-BUS. DEGREE,19,14,41526.50
2001,7952,10813,U,2 yr Undergrad,AMERICAN ACADEMY MCALLISTER INST.,PRIVATE,6-BUS. DEGREE,69,53.5,186458.50
2001,7838,30310,U,2 yr Undergrad,AMERICAN CENTER CAREER TRAINING,PRIVATE,7-BUS. NON-DEG,358,270.58,1194619.28
2001,25,6435,U,4 yr Undergrad,ARNOT OGDEN MED CTR NURSING 4YR,PRIVATE,8-OTHER,21,18.42,41555.51
2001,1620,6435,U,2 yr Undergrad,ARNOT OGDEN MED CTR RAD TECH 2YR,PRIVATE,8-OTHER,11,11,12359.50
2001,7826,17163,U,2 yr Undergrad,ART INSTITUTE OF NEW YORK CITY,PRIVATE,6-BUS. DEGREE,705,513.17,1874447.22
2001,7725,30955,U,2 yr Undergrad,ASA INSTITUTE OF BUSINESS,PRIVATE,6-BUS. DEGREE,2225,1837,7924445.33
2001,5550,2669,G,Grad,BANK ST COLL OF EDUC,PRIVATE,5-INDEPENDENT,6,3.25,1312.50
2001,35,2671,U,4 yr Undergrad,BARD COLLEGE 4YR UNDERGRAD,PRIVATE,5-INDEPENDENT,221,203.75,571249.75
2001,35,2671,U,5 yr Undergrad,BARD COLLEGE 4YR UNDERGRAD,PRIVATE,5-INDEPENDENT,7,5.5,21520.50
2001,5745,2671,G,Grad,BARD COLLEGE- GRAD,PRIVATE,5-INDEPENDENT,5,5,1800.00
2001,155,2708,U,4 yr Undergrad,BARNARD COLLEGE,PRIVATE,5-INDEPENDENT,362,351.5,1092622.00
2001,155,2708,U,5 yr Undergrad,BARNARD COLLEGE,PRIVATE,5-INDEPENDENT,15,13,47182.00
